46	0	1911	126	2047
46	1991	1912	2131	2047
46	2078	0	2206	136
46	3973	0	4095	145
46	3983	1919	4095	2047
47	0	0	104	131
47	0	1918	100	2047
47	1975	1911	2114	2047
47	2053	0	2185	151
47	3960	0	4095	138
47	3970	1910	4095	2047
48	0	0	115	141
48	0	1897	117	2047
48	1983	1913	2108	2047
48	2077	0	2195	129
48	3972	1903	4095	2047
48	3973	0	4095	148
49	0	0	106	130
49	0	1900	118	2047
49	1874	1914	2004	2047
49	2007	0	2133	139
49	3989	0	4095	128
49	3999	1910	4095	2047
50	0	0	111	129
50	0	1908	110	2047
50	2075	1904	2198	2047
50	2132	0	2269	131
50	3972	1905	4095	2047
50	3980	0	4095	143
51	0	0	111	119
51	0	1902	109	2047
51	1889	1922	2019	2047
51	1919	0	2061	139
51	3978	1911	4095	2047
51	3989	0	4095	123
52	0	0	112	125
52	0	1897	110	2047
52	1983	1913	2109	2047
52	2043	0	2184	140
52	3997	0	4095	132
52	4011	1911	4095	2047
53	0	0	104	126
53	0	1902	120	2047
53	1861	0	1993	134
53	1831	1917	1943	2047
53	3966	1904	4095	2047
53	3971	0	4095	131
54	0	0	150	135
54	0	1918	112	2047
54	1872	1916	1999	2047
54	1904	0	2027	139
54	3974	1912	4095	2047
54	3986	0	4095	141
55	0	0	119	135
55	0	1904	123	2047
55	1976	0	2112	150
55	1950	1907	2068	2047
55	3977	0	4095	151
55	3983	1913	4095	2047
56	0	0	115	140
56	0	1917	134	2047
56	1975	0	2115	138
56	1973	1912	2102	2047
56	3973	1907	4095	2047
56	3980	0	4095	137
57	0	0	97	129
57	0	1922	100	2047
57	1977	1904	2116	2047
57	2114	0	2252	116
57	3971	0	4095	132
57	3983	1926	4095	2047
58	0	0	87	126
58	0	1909	113	2047
58	1843	0	1958	120
58	1976	1914	2082	2047
58	4005	0	4095	111
58	4012	1912	4095	2047
59	0	0	110	119
59	0	1905	104	2047
59	1975	1903	2114	2047
59	2129	0	2267	128
59	3977	1908	4095	2047
59	3979	0	4095	134
60	0	0	127	140
60	0	1906	127	2047
60	1924	1902	2037	2047
60	1893	0	2025	135
60	3972	1891	4095	2047
60	3976	0	4095	142
61	0	0	133	120
61	0	1917	110	2047
61	1882	0	2022	132
61	1889	1892	2022	2047
61	3992	0	4095	149
61	3994	1903	4095	2047
62	0	0	98	122
62	0	1914	141	2047
62	1923	0	2049	128
62	1940	1915	2060	2047
62	3984	0	4095	136
62	3986	1917	4095	2047
63	0	0	104	123
63	0	1908	111	2047
64	0	0	123	120
64	0	1918	122	2047
65	0	0	130	145
65	0	1905	112	2047
66	1930	1930	2047	2047
66	0	1930	150	2047
67	0	0	135	121
67	0	1904	117	2047
68	0	0	111	140
68	0	1900	116	2047
69	0	0	111	140
69	0	1900	116	2047
70	1927	1884	2047	2047
70	1943	0	2047	161
